run 1
"graph [100,0.1]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, lcv, mac",22,0.012489080429077148,100,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 3, 7: 3, 8: 3, 9: 1, 10: 2, 11: 1, 12: 1, 13: 3, 14: 4, 15: 0, 16: 4, 17: 0, 18: 5, 19: 5, 20: 5, 21: 2, 22: 1, 23: 6, 24: 6, 25: 4, 26: 7, 27: 0, 28: 3, 29: 5, 30: 2, 31: 4, 32: 8, 33: 6, 34: 7, 35: 7, 36: 8, 37: 8, 38: 3, 39: 9, 40: 9, 41: 7, 42: 9, 43: 10, 44: 10, 45: 6, 46: 11, 47: 11, 48: 12, 49: 12, 50: 9, 51: 11, 52: 9, 53: 10, 54: 9, 55: 13, 56: 6, 57: 8, 58: 10, 59: 14, 60: 13, 61: 8, 62: 4, 63: 12, 64: 10, 65: 15, 66: 14, 67: 4, 68: 12, 69: 5, 70: 16, 71: 7, 72: 16, 73: 2, 74: 1, 75: 11, 76: 17, 77: 14, 78: 17, 79: 0, 80: 5, 81: 12, 82: 13, 83: 14, 84: 16, 85: 18, 86: 9, 87: 13, 88: 8, 89: 19, 90: 15, 91: 20, 92: 17, 93: 21, 94: 15, 95: 3, 96: 11, 97: 10, 98: 18, 99: 11}",True
"mrv, unordered_domain_values, no_inference",22,0.01057887077331543,100,0,"{84: 16, 54: 9, 60: 13, 28: 3, 15: 0, 90: 15, 55: 13, 80: 5, 48: 12, 93: 21, 40: 9, 23: 6, 86: 9, 92: 17, 51: 11, 22: 1, 76: 17, 4: 2, 94: 15, 20: 5, 36: 8, 71: 7, 82: 13, 79: 0, 19: 5, 49: 12, 9: 1, 53: 10, 96: 11, 12: 1, 61: 8, 78: 17, 50: 9, 73: 2, 74: 1, 21: 2, 70: 16, 44: 10, 87: 13, 77: 14, 41: 7, 99: 11, 0: 0, 5: 0, 31: 4, 14: 4, 63: 12, 27: 0, 3: 0, 6: 3, 97: 10, 26: 7, 85: 18, 29: 5, 62: 4, 43: 10, 38: 3, 67: 4, 59: 14, 7: 3, 58: 10, 10: 2, 39: 9, 47: 11, 46: 11, 13: 3, 89: 19, 35: 7, 68: 12, 75: 11, 34: 7, 24: 6, 42: 9, 52: 9, 33: 6, 88: 8, 2: 1, 17: 0, 18: 5, 83: 14, 56: 6, 32: 8, 91: 20, 8: 3, 69: 5, 64: 10, 72: 16, 81: 12, 30: 2, 16: 4, 65: 15, 57: 8, 66: 14, 1: 0, 95: 3, 98: 18, 45: 6, 37: 8, 25: 4, 11: 1}",True
"mrv, unordered_domain_values, forward_checking",22,0.01163482666015625,100,0,"{74: 1, 55: 13, 7: 3, 69: 5, 72: 16, 44: 10, 18: 5, 54: 9, 36: 8, 9: 1, 24: 6, 70: 16, 56: 6, 2: 1, 99: 11, 61: 8, 35: 7, 95: 3, 92: 17, 64: 10, 8: 3, 66: 14, 89: 19, 19: 5, 27: 0, 85: 18, 13: 3, 73: 2, 40: 9, 81: 12, 90: 15, 45: 6, 94: 15, 60: 13, 67: 4, 37: 8, 16: 4, 4: 2, 48: 12, 88: 8, 25: 4, 42: 9, 6: 3, 12: 1, 86: 9, 93: 21, 53: 10, 5: 0, 51: 11, 96: 11, 31: 4, 82: 13, 65: 15, 43: 10, 28: 3, 57: 8, 63: 12, 84: 16, 3: 0, 11: 1, 62: 4, 34: 7, 22: 1, 75: 11, 26: 7, 79: 0, 32: 8, 14: 4, 1: 0, 71: 7, 38: 3, 77: 14, 97: 10, 49: 12, 0: 0, 29: 5, 47: 11, 78: 17, 80: 5, 33: 6, 91: 20, 59: 14, 15: 0, 20: 5, 10: 2, 41: 7, 46: 11, 52: 9, 76: 17, 87: 13, 23: 6, 68: 12, 83: 14, 98: 18, 21: 2, 30: 2, 39: 9, 17: 0, 50: 9, 58: 10}",True
"mrv, unordered_domain_values, mac",22,0.016735076904296875,100,0,"{10: 2, 22: 1, 94: 15, 91: 20, 13: 3, 77: 14, 89: 19, 27: 0, 81: 12, 15: 0, 98: 18, 71: 7, 9: 1, 17: 0, 30: 2, 58: 10, 4: 2, 5: 0, 47: 11, 18: 5, 74: 1, 60: 13, 92: 17, 54: 9, 45: 6, 31: 4, 78: 17, 56: 6, 82: 13, 8: 3, 55: 13, 68: 12, 66: 14, 79: 0, 11: 1, 26: 7, 73: 2, 25: 4, 20: 5, 65: 15, 97: 10, 39: 9, 61: 8, 64: 10, 51: 11, 87: 13, 32: 8, 99: 11, 16: 4, 96: 11, 6: 3, 48: 12, 34: 7, 67: 4, 33: 6, 63: 12, 23: 6, 75: 11, 76: 17, 29: 5, 59: 14, 57: 8, 41: 7, 69: 5, 95: 3, 7: 3, 14: 4, 44: 10, 35: 7, 37: 8, 12: 1, 43: 10, 42: 9, 85: 18, 1: 0, 28: 3, 3: 0, 40: 9, 24: 6, 70: 16, 49: 12, 72: 16, 90: 15, 36: 8, 50: 9, 2: 1, 84: 16, 19: 5, 62: 4, 88: 8, 21: 2, 86: 9, 83: 14, 52: 9, 80: 5, 46: 11, 53: 10, 93: 21, 38: 3, 0: 0}",True
"mrv, lcv, no_inference",22,0.01181793212890625,100,0,"{11: 1, 33: 6, 13: 3, 25: 4, 65: 15, 83: 14, 23: 6, 88: 8, 49: 12, 20: 5, 63: 12, 2: 1, 69: 5, 1: 0, 39: 9, 54: 9, 68: 12, 37: 8, 99: 11, 59: 14, 71: 7, 92: 17, 34: 7, 16: 4, 55: 13, 3: 0, 80: 5, 62: 4, 50: 9, 24: 6, 81: 12, 89: 19, 51: 11, 40: 9, 35: 7, 87: 13, 46: 11, 98: 18, 17: 0, 32: 8, 79: 0, 18: 5, 45: 6, 78: 17, 8: 3, 73: 2, 12: 1, 4: 2, 95: 3, 21: 2, 96: 11, 85: 18, 31: 4, 77: 14, 91: 20, 53: 10, 70: 16, 7: 3, 64: 10, 97: 10, 47: 11, 58: 10, 0: 0, 57: 8, 26: 7, 74: 1, 9: 1, 48: 12, 36: 8, 44: 10, 28: 3, 6: 3, 41: 7, 66: 14, 15: 0, 75: 11, 14: 4, 93: 21, 27: 0, 90: 15, 76: 17, 72: 16, 67: 4, 84: 16, 42: 9, 22: 1, 94: 15, 52: 9, 82: 13, 5: 0, 38: 3, 29: 5, 43: 10, 19: 5, 10: 2, 61: 8, 30: 2, 60: 13, 56: 6, 86: 9}",True
"mrv, lcv, forward_checking",22,0.014679193496704102,100,0,"{47: 11, 23: 6, 49: 12, 27: 0, 14: 4, 44: 10, 90: 15, 18: 5, 66: 14, 33: 6, 19: 5, 88: 8, 67: 4, 36: 8, 64: 10, 87: 13, 89: 19, 57: 8, 94: 15, 12: 1, 84: 16, 24: 6, 85: 18, 53: 10, 79: 0, 75: 11, 1: 0, 72: 16, 81: 12, 2: 1, 21: 2, 93: 21, 25: 4, 95: 3, 26: 7, 76: 17, 8: 3, 59: 14, 30: 2, 5: 0, 9: 1, 11: 1, 58: 10, 54: 9, 31: 4, 32: 8, 68: 12, 83: 14, 38: 3, 52: 9, 34: 7, 28: 3, 45: 6, 35: 7, 65: 15, 70: 16, 56: 6, 42: 9, 71: 7, 39: 9, 37: 8, 29: 5, 80: 5, 43: 10, 97: 10, 7: 3, 96: 11, 20: 5, 61: 8, 73: 2, 22: 1, 10: 2, 69: 5, 46: 11, 60: 13, 92: 17, 74: 1, 4: 2, 0: 0, 98: 18, 62: 4, 77: 14, 15: 0, 17: 0, 6: 3, 91: 20, 16: 4, 41: 7, 99: 11, 63: 12, 40: 9, 3: 0, 78: 17, 51: 11, 13: 3, 48: 12, 50: 9, 86: 9, 55: 13, 82: 13}",True
"mrv, lcv, mac",22,0.018616914749145508,100,0,"{1: 0, 44: 10, 33: 6, 13: 3, 39: 9, 22: 1, 97: 10, 26: 7, 85: 18, 77: 14, 72: 16, 36: 8, 68: 12, 58: 10, 57: 8, 11: 1, 84: 16, 75: 11, 42: 9, 50: 9, 60: 13, 27: 0, 21: 2, 78: 17, 20: 5, 24: 6, 30: 2, 71: 7, 61: 8, 8: 3, 31: 4, 83: 14, 87: 13, 79: 0, 51: 11, 5: 0, 2: 1, 0: 0, 14: 4, 65: 15, 32: 8, 81: 12, 55: 13, 49: 12, 45: 6, 93: 21, 76: 17, 19: 5, 86: 9, 15: 0, 28: 3, 73: 2, 16: 4, 6: 3, 95: 3, 43: 10, 66: 14, 38: 3, 67: 4, 12: 1, 59: 14, 64: 10, 40: 9, 3: 0, 94: 15, 69: 5, 63: 12, 52: 9, 90: 15, 41: 7, 46: 11, 35: 7, 17: 0, 96: 11, 53: 10, 89: 19, 7: 3, 23: 6, 80: 5, 92: 17, 70: 16, 88: 8, 74: 1, 9: 1, 82: 13, 10: 2, 29: 5, 54: 9, 48: 12, 62: 4, 34: 7, 47: 11, 25: 4, 18: 5, 56: 6, 91: 20, 37: 8, 98: 18, 4: 2, 99: 11}",True
"run 4 graph [100,0.5] average time",fastest combination,fastest time,slowest combination,slowest time
0.012460370858510336,"first_unassigned_variable, unordered_domain_values, forward_checking",0.005555868148803711,,0.023057937622070312
run 4 combinations average time:
"first_unassigned_variable, unordered_domain_values, no_inference",0.059824466705322266
"first_unassigned_variable, unordered_domain_values, forward_checking",0.019017696380615234
"first_unassigned_variable, unordered_domain_values, mac",0.03577613830566406
"first_unassigned_variable, lcv, no_inference",0.020705699920654297
"first_unassigned_variable, lcv, forward_checking",0.02579951286315918
"first_unassigned_variable, lcv, mac",0.042008399963378906
"mrv, unordered_domain_values, no_inference",0.04800987243652344
"mrv, unordered_domain_values, forward_checking",0.05024242401123047
"mrv, unordered_domain_values, mac",0.06632566452026367
"mrv, lcv, no_inference",0.050510406494140625
"mrv, lcv, forward_checking",0.05734992027282715
"mrv, lcv, mac",0.07185554504394531
run 5
"graph [100,0.1]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",7,0.0040776729583740234,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 1, 12: 1, 13: 2, 14: 3, 15: 1, 16: 1, 17: 1, 18: 0, 19: 1, 20: 2, 21: 2, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 2, 28: 2, 29: 0, 30: 2, 31: 2, 32: 1, 33: 3, 34: 1, 35: 0, 36: 3, 37: 0, 38: 0, 39: 4, 40: 2, 41: 4, 42: 1, 43: 2, 44: 0, 45: 2, 46: 2, 47: 2, 48: 1, 49: 2, 50: 1, 51: 0, 52: 1, 53: 3, 54: 2, 55: 3, 56: 0, 57: 2, 58: 1, 59: 3, 60: 1, 61: 4, 62: 4, 63: 1, 64: 3, 65: 0, 66: 1, 67: 2, 68: 1, 69: 2, 70: 4, 71: 0, 72: 3, 73: 2, 74: 5, 75: 3, 76: 5, 77: 6, 78: 3, 79: 2, 80: 3, 81: 4, 82: 5, 83: 4, 84: 2, 85: 5, 86: 3, 87: 6, 88: 1, 89: 2, 90: 4, 91: 5, 92: 5, 93: 1, 94: 2, 95: 0, 96: 3, 97: 6, 98: 3, 99: 0}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",7,0.002035856246948242,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 1, 12: 1, 13: 2, 14: 3, 15: 1, 16: 1, 17: 1, 18: 0, 19: 1, 20: 2, 21: 2, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 2, 28: 2, 29: 0, 30: 2, 31: 2, 32: 1, 33: 3, 34: 1, 35: 0, 36: 3, 37: 0, 38: 0, 39: 4, 40: 2, 41: 4, 42: 1, 43: 2, 44: 0, 45: 2, 46: 2, 47: 2, 48: 1, 49: 2, 50: 1, 51: 0, 52: 1, 53: 3, 54: 2, 55: 3, 56: 0, 57: 2, 58: 1, 59: 3, 60: 1, 61: 4, 62: 4, 63: 1, 64: 3, 65: 0, 66: 1, 67: 2, 68: 1, 69: 2, 70: 4, 71: 0, 72: 3, 73: 2, 74: 5, 75: 3, 76: 5, 77: 6, 78: 3, 79: 2, 80: 3, 81: 4, 82: 5, 83: 4, 84: 2, 85: 5, 86: 3, 87: 6, 88: 1, 89: 2, 90: 4, 91: 5, 92: 5, 93: 1, 94: 2, 95: 0, 96: 3, 97: 6, 98: 3, 99: 0}",True
"first_unassigned_variable, unordered_domain_values, mac",7,0.0028629302978515625,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 1, 12: 1, 13: 2, 14: 3, 15: 1, 16: 1, 17: 1, 18: 0, 19: 1, 20: 2, 21: 2, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 2, 28: 2, 29: 0, 30: 2, 31: 2, 32: 1, 33: 3, 34: 1, 35: 0, 36: 3, 37: 0, 38: 0, 39: 4, 40: 2, 41: 4, 42: 1, 43: 2, 44: 0, 45: 2, 46: 2, 47: 2, 48: 1, 49: 2, 50: 1, 51: 0, 52: 1, 53: 3, 54: 2, 55: 3, 56: 0, 57: 2, 58: 1, 59: 3, 60: 1, 61: 4, 62: 4, 63: 1, 64: 3, 65: 0, 66: 1, 67: 2, 68: 1, 69: 2, 70: 4, 71: 0, 72: 3, 73: 2, 74: 5, 75: 3, 76: 5, 77: 6, 78: 3, 79: 2, 80: 3, 81: 4, 82: 5, 83: 4, 84: 2, 85: 5, 86: 3, 87: 6, 88: 1, 89: 2, 90: 4, 91: 5, 92: 5, 93: 1, 94: 2, 95: 0, 96: 3, 97: 6, 98: 3, 99: 0}",True
"first_unassigned_variable, lcv, no_inference",7,0.002096891403198242,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 1, 12: 1, 13: 2, 14: 3, 15: 1, 16: 1, 17: 1, 18: 0, 19: 1, 20: 2, 21: 2, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 2, 28: 2, 29: 0, 30: 2, 31: 2, 32: 1, 33: 3, 34: 1, 35: 0, 36: 3, 37: 0, 38: 0, 39: 4, 40: 2, 41: 4, 42: 1, 43: 2, 44: 0, 45: 2, 46: 2, 47: 2, 48: 1, 49: 2, 50: 1, 51: 0, 52: 1, 53: 3, 54: 2, 55: 3, 56: 0, 57: 2, 58: 1, 59: 3, 60: 1, 61: 4, 62: 4, 63: 1, 64: 3, 65: 0, 66: 1, 67: 2, 68: 1, 69: 2, 70: 4, 71: 0, 72: 3, 73: 2, 74: 5, 75: 3, 76: 5, 77: 6, 78: 3, 79: 2, 80: 3, 81: 4, 82: 5, 83: 4, 84: 2, 85: 5, 86: 3, 87: 6, 88: 1, 89: 2, 90: 4, 91: 5, 92: 5, 93: 1, 94: 2, 95: 0, 96: 3, 97: 6, 98: 3, 99: 0}",True
"first_unassigned_variable, lcv, forward_checking",7,0.002275228500366211,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 1, 12: 1, 13: 2, 14: 3, 15: 1, 16: 1, 17: 1, 18: 0, 19: 1, 20: 2, 21: 2, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 2, 28: 2, 29: 0, 30: 2, 31: 2, 32: 1, 33: 3, 34: 1, 35: 0, 36: 3, 37: 0, 38: 0, 39: 4, 40: 2, 41: 4, 42: 1, 43: 2, 44: 0, 45: 2, 46: 2, 47: 2, 48: 1, 49: 2, 50: 1, 51: 0, 52: 1, 53: 3, 54: 2, 55: 3, 56: 0, 57: 2, 58: 1, 59: 3, 60: 1, 61: 4, 62: 4, 63: 1, 64: 3, 65: 0, 66: 1, 67: 2, 68: 1, 69: 2, 70: 4, 71: 0, 72: 3, 73: 2, 74: 5, 75: 3, 76: 5, 77: 6, 78: 3, 79: 2, 80: 3, 81: 4, 82: 5, 83: 4, 84: 2, 85: 5, 86: 3, 87: 6, 88: 1, 89: 2, 90: 4, 91: 5, 92: 5, 93: 1, 94: 2, 95: 0, 96: 3, 97: 6, 98: 3, 99: 0}",True
"first_unassigned_variable, lcv, mac",7,0.0034198760986328125,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 1, 12: 1, 13: 2, 14: 3, 15: 1, 16: 1, 17: 1, 18: 0, 19: 1, 20: 2, 21: 2, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 2, 28: 2, 29: 0, 30: 2, 31: 2, 32: 1, 33: 3, 34: 1, 35: 0, 36: 3, 37: 0, 38: 0, 39: 4, 40: 2, 41: 4, 42: 1, 43: 2, 44: 0, 45: 2, 46: 2, 47: 2, 48: 1, 49: 2, 50: 1, 51: 0, 52: 1, 53: 3, 54: 2, 55: 3, 56: 0, 57: 2, 58: 1, 59: 3, 60: 1, 61: 4, 62: 4, 63: 1, 64: 3, 65: 0, 66: 1, 67: 2, 68: 1, 69: 2, 70: 4, 71: 0, 72: 3, 73: 2, 74: 5, 75: 3, 76: 5, 77: 6, 78: 3, 79: 2, 80: 3, 81: 4, 82: 5, 83: 4, 84: 2, 85: 5, 86: 3, 87: 6, 88: 1, 89: 2, 90: 4, 91: 5, 92: 5, 93: 1, 94: 2, 95: 0, 96: 3, 97: 6, 98: 3, 99: 0}",True
"mrv, unordered_domain_values, no_inference",7,0.0075490474700927734,100,0,"{40: 2, 60: 1, 7: 0, 29: 0, 14: 3, 38: 0, 33: 3, 95: 0, 69: 2, 26: 0, 83: 4, 21: 2, 36: 3, 12: 1, 96: 3, 42: 1, 59: 3, 81: 4, 57: 2, 66: 1, 6: 0, 23: 0, 77: 6, 64: 3, 20: 2, 27: 2, 86: 3, 8: 0, 94: 2, 19: 1, 46: 2, 51: 0, 68: 1, 54: 2, 70: 4, 0: 0, 48: 1, 93: 1, 49: 2, 82: 5, 76: 5, 88: 1, 1: 0, 2: 0, 22: 0, 18: 0, 24: 0, 98: 3, 28: 2, 61: 4, 45: 2, 67: 2, 90: 4, 4: 0, 80: 3, 75: 3, 72: 3, 37: 0, 99: 0, 78: 3, 73: 2, 79: 2, 25: 0, 17: 1, 10: 2, 31: 2, 52: 1, 34: 1, 63: 1, 91: 5, 58: 1, 16: 1, 55: 3, 97: 6, 5: 1, 89: 2, 35: 0, 41: 4, 62: 4, 71: 0, 92: 5, 84: 2, 30: 2, 87: 6, 11: 1, 65: 0, 9: 0, 56: 0, 32: 1, 44: 0, 13: 2, 43: 2, 47: 2, 15: 1, 50: 1, 39: 4, 3: 0, 53: 3, 74: 5, 85: 5}",True
"mrv, unordered_domain_values, forward_checking",7,0.008238077163696289,100,0,"{88: 1, 66: 1, 41: 4, 35: 0, 56: 0, 31: 2, 25: 0, 78: 3, 96: 3, 51: 0, 38: 0, 63: 1, 13: 2, 20: 2, 8: 0, 77: 6, 12: 1, 99: 0, 17: 1, 43: 2, 87: 6, 57: 2, 48: 1, 16: 1, 65: 0, 89: 2, 49: 2, 28: 2, 70: 4, 59: 3, 5: 1, 81: 4, 3: 0, 32: 1, 58: 1, 82: 5, 62: 4, 19: 1, 47: 2, 67: 2, 60: 1, 94: 2, 4: 0, 68: 1, 7: 0, 50: 1, 18: 0, 6: 0, 29: 0, 9: 0, 22: 0, 10: 2, 76: 5, 95: 0, 73: 2, 42: 1, 79: 2, 0: 0, 84: 2, 27: 2, 23: 0, 98: 3, 26: 0, 14: 3, 52: 1, 40: 2, 83: 4, 71: 0, 69: 2, 44: 0, 37: 0, 46: 2, 11: 1, 33: 3, 61: 4, 80: 3, 55: 3, 75: 3, 64: 3, 2: 0, 97: 6, 1: 0, 91: 5, 93: 1, 36: 3, 54: 2, 24: 0, 74: 5, 90: 4, 15: 1, 39: 4, 53: 3, 92: 5, 45: 2, 21: 2, 34: 1, 85: 5, 30: 2, 72: 3, 86: 3}",True
"mrv, unordered_domain_values, mac",7,0.009114742279052734,100,0,"{17: 1, 44: 0, 8: 0, 92: 5, 56: 0, 11: 1, 25: 0, 83: 4, 68: 1, 77: 6, 51: 0, 46: 2, 79: 2, 23: 0, 29: 0, 16: 1, 15: 1, 13: 2, 48: 1, 78: 3, 40: 2, 99: 0, 59: 3, 12: 1, 28: 2, 88: 1, 2: 0, 21: 2, 75: 3, 10: 2, 57: 2, 89: 2, 82: 5, 69: 2, 62: 4, 41: 4, 35: 0, 90: 4, 91: 5, 24: 0, 95: 0, 6: 0, 73: 2, 86: 3, 63: 1, 22: 0, 45: 2, 33: 3, 67: 2, 80: 3, 43: 2, 98: 3, 47: 2, 72: 3, 5: 1, 96: 3, 55: 3, 85: 5, 42: 1, 31: 2, 94: 2, 87: 6, 53: 3, 0: 0, 20: 2, 60: 1, 52: 1, 58: 1, 9: 0, 37: 0, 26: 0, 49: 2, 54: 2, 30: 2, 71: 0, 4: 0, 64: 3, 32: 1, 3: 0, 39: 4, 81: 4, 74: 5, 84: 2, 1: 0, 66: 1, 93: 1, 34: 1, 18: 0, 50: 1, 61: 4, 27: 2, 38: 0, 76: 5, 97: 6, 70: 4, 19: 1, 65: 0, 7: 0, 36: 3, 14: 3}",True
"mrv, lcv, no_inference",7,0.008107900619506836,100,0,"{67: 2, 79: 2, 51: 0, 66: 1, 34: 1, 91: 5, 93: 1, 35: 0, 11: 1, 8: 0, 42: 1, 64: 3, 29: 0, 28: 2, 37: 0, 77: 6, 70: 4, 52: 1, 20: 2, 32: 1, 25: 0, 2: 0, 21: 2, 3: 0, 49: 2, 57: 2, 18: 0, 22: 0, 13: 2, 83: 4, 40: 2, 82: 5, 68: 1, 84: 2, 5: 1, 63: 1, 76: 5, 53: 3, 94: 2, 39: 4, 73: 2, 14: 3, 96: 3, 89: 2, 88: 1, 99: 0, 58: 1, 30: 2, 44: 0, 54: 2, 62: 4, 43: 2, 98: 3, 55: 3, 19: 1, 7: 0, 4: 0, 95: 0, 50: 1, 61: 4, 16: 1, 85: 5, 74: 5, 17: 1, 41: 4, 24: 0, 65: 0, 97: 6, 46: 2, 56: 0, 90: 4, 36: 3, 0: 0, 75: 3, 81: 4, 86: 3, 33: 3, 78: 3, 72: 3, 45: 2, 6: 0, 80: 3, 47: 2, 92: 5, 69: 2, 59: 3, 1: 0, 71: 0, 12: 1, 10: 2, 87: 6, 60: 1, 31: 2, 15: 1, 26: 0, 27: 2, 38: 0, 9: 0, 23: 0, 48: 1}",True
"mrv, lcv, forward_checking",7,0.009068012237548828,100,0,"{83: 4, 84: 2, 17: 1, 75: 3, 82: 5, 87: 6, 31: 2, 36: 3, 21: 2, 25: 0, 51: 0, 2: 0, 20: 2, 67: 2, 38: 0, 24: 0, 99: 0, 86: 3, 23: 0, 58: 1, 27: 2, 66: 1, 15: 1, 13: 2, 28: 2, 77: 6, 12: 1, 60: 1, 74: 5, 29: 0, 85: 5, 61: 4, 97: 6, 53: 3, 9: 0, 62: 4, 7: 0, 70: 4, 30: 2, 88: 1, 65: 0, 3: 0, 46: 2, 98: 3, 47: 2, 54: 2, 32: 1, 11: 1, 59: 3, 35: 0, 49: 2, 33: 3, 64: 3, 18: 0, 79: 2, 16: 1, 4: 0, 68: 1, 95: 0, 34: 1, 44: 0, 43: 2, 37: 0, 81: 4, 48: 1, 50: 1, 52: 1, 1: 0, 40: 2, 72: 3, 69: 2, 96: 3, 90: 4, 14: 3, 93: 1, 73: 2, 91: 5, 55: 3, 56: 0, 19: 1, 6: 0, 8: 0, 42: 1, 22: 0, 94: 2, 45: 2, 10: 2, 63: 1, 41: 4, 92: 5, 0: 0, 39: 4, 5: 1, 80: 3, 71: 0, 57: 2, 76: 5, 26: 0, 89: 2, 78: 3}",True
"mrv, lcv, mac",7,0.009567737579345703,100,0,"{50: 1, 30: 2, 86: 3, 48: 1, 67: 2, 39: 4, 22: 0, 35: 0, 3: 0, 60: 1, 51: 0, 84: 2, 5: 1, 56: 0, 6: 0, 29: 0, 70: 4, 28: 2, 23: 0, 36: 3, 4: 0, 55: 3, 72: 3, 37: 0, 45: 2, 11: 1, 88: 1, 94: 2, 14: 3, 52: 1, 25: 0, 92: 5, 62: 4, 44: 0, 40: 2, 79: 2, 27: 2, 98: 3, 61: 4, 91: 5, 77: 6, 33: 3, 16: 1, 12: 1, 24: 0, 76: 5, 47: 2, 2: 0, 75: 3, 99: 0, 80: 3, 34: 1, 49: 2, 31: 2, 66: 1, 85: 5, 89: 2, 32: 1, 87: 6, 15: 1, 17: 1, 90: 4, 43: 2, 74: 5, 71: 0, 73: 2, 19: 1, 13: 2, 46: 2, 64: 3, 95: 0, 8: 0, 9: 0, 65: 0, 20: 2, 42: 1, 57: 2, 96: 3, 41: 4, 97: 6, 78: 3, 18: 0, 0: 0, 93: 1, 83: 4, 38: 0, 58: 1, 54: 2, 63: 1, 10: 2, 82: 5, 53: 3, 1: 0, 69: 2, 26: 0, 59: 3, 68: 1, 21: 2, 7: 0, 81: 4}",True
"run 5 graph [100,0.1] average time",fastest combination,fastest time,slowest combination,slowest time
0.0057011644045511884,"first_unassigned_variable, unordered_domain_values, forward_checking",0.002035856246948242,"mrv, lcv, mac",0.009567737579345703
"graph [100,0.2]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",11,0.0065479278564453125,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
