run 1
"graph [100,0.1]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"mrv, unordered_domain_values, mac",7,0.010052919387817383,100,0,"{0: 0, 62: 4, 86: 3, 60: 1, 93: 1, 34: 1, 64: 3, 15: 1, 87: 6, 20: 2, 96: 3, 25: 0, 5: 1, 73: 2, 37: 0, 78: 3, 35: 0, 12: 1, 9: 0, 54: 2, 43: 2, 74: 5, 76: 5, 28: 2, 56: 0, 13: 2, 90: 4, 22: 0, 48: 1, 77: 6, 30: 2, 58: 1, 68: 1, 11: 1, 21: 2, 31: 2, 53: 3, 6: 0, 88: 1, 18: 0, 29: 0, 75: 3, 99: 0, 55: 3, 57: 2, 67: 2, 97: 6, 36: 3, 38: 0, 16: 1, 1: 0, 72: 3, 46: 2, 94: 2, 39: 4, 19: 1, 27: 2, 89: 2, 3: 0, 63: 1, 84: 2, 95: 0, 41: 4, 83: 4, 26: 0, 10: 2, 47: 2, 14: 3, 61: 4, 51: 0, 70: 4, 71: 0, 69: 2, 85: 5, 81: 4, 59: 3, 66: 1, 44: 0, 4: 0, 23: 0, 91: 5, 42: 1, 98: 3, 45: 2, 32: 1, 24: 0, 80: 3, 82: 5, 33: 3, 79: 2, 50: 1, 2: 0, 17: 1, 49: 2, 8: 0, 65: 0, 40: 2, 92: 5, 52: 1, 7: 0}",True
"mrv, lcv, no_inference",7,0.008650064468383789,100,0,"{78: 3, 9: 0, 76: 5, 34: 1, 93: 1, 59: 3, 41: 4, 84: 2, 92: 5, 62: 4, 63: 1, 77: 6, 17: 1, 49: 2, 22: 0, 51: 0, 25: 0, 71: 0, 64: 3, 18: 0, 70: 4, 54: 2, 20: 2, 26: 0, 12: 1, 0: 0, 44: 0, 88: 1, 91: 5, 82: 5, 83: 4, 27: 2, 48: 1, 94: 2, 55: 3, 19: 1, 33: 3, 21: 2, 86: 3, 45: 2, 98: 3, 69: 2, 16: 1, 35: 0, 97: 6, 58: 1, 30: 2, 42: 1, 73: 2, 15: 1, 96: 3, 2: 0, 79: 2, 5: 1, 13: 2, 4: 0, 6: 0, 61: 4, 23: 0, 75: 3, 36: 3, 80: 3, 32: 1, 39: 4, 43: 2, 24: 0, 1: 0, 52: 1, 14: 3, 31: 2, 57: 2, 81: 4, 72: 3, 85: 5, 28: 2, 37: 0, 66: 1, 47: 2, 50: 1, 38: 0, 11: 1, 60: 1, 89: 2, 7: 0, 53: 3, 99: 0, 95: 0, 87: 6, 29: 0, 68: 1, 8: 0, 3: 0, 90: 4, 10: 2, 40: 2, 65: 0, 74: 5, 56: 0, 46: 2, 67: 2}",True
"mrv, lcv, forward_checking",7,0.00877690315246582,100,0,"{36: 3, 96: 3, 73: 2, 69: 2, 88: 1, 57: 2, 5: 1, 99: 0, 93: 1, 89: 2, 30: 2, 31: 2, 6: 0, 53: 3, 27: 2, 7: 0, 15: 1, 78: 3, 62: 4, 82: 5, 70: 4, 68: 1, 80: 3, 51: 0, 14: 3, 50: 1, 59: 3, 20: 2, 95: 0, 74: 5, 84: 2, 17: 1, 37: 0, 11: 1, 33: 3, 94: 2, 64: 3, 67: 2, 10: 2, 98: 3, 79: 2, 24: 0, 61: 4, 35: 0, 46: 2, 19: 1, 9: 0, 47: 2, 54: 2, 42: 1, 48: 1, 83: 4, 29: 0, 90: 4, 65: 0, 77: 6, 43: 2, 25: 0, 92: 5, 32: 1, 85: 5, 58: 1, 16: 1, 28: 2, 41: 4, 34: 1, 76: 5, 18: 0, 56: 0, 86: 3, 60: 1, 38: 0, 52: 1, 81: 4, 97: 6, 71: 0, 55: 3, 40: 2, 45: 2, 3: 0, 23: 0, 13: 2, 49: 2, 26: 0, 4: 0, 21: 2, 63: 1, 39: 4, 91: 5, 8: 0, 66: 1, 12: 1, 72: 3, 1: 0, 22: 0, 87: 6, 0: 0, 75: 3, 2: 0, 44: 0}",True
"mrv, lcv, mac",7,0.009600162506103516,100,0,"{60: 1, 57: 2, 3: 0, 9: 0, 67: 2, 49: 2, 2: 0, 59: 3, 52: 1, 84: 2, 94: 2, 30: 2, 45: 2, 42: 1, 64: 3, 17: 1, 28: 2, 70: 4, 11: 1, 39: 4, 33: 3, 77: 6, 81: 4, 26: 0, 47: 2, 61: 4, 95: 0, 44: 0, 71: 0, 96: 3, 58: 1, 50: 1, 54: 2, 65: 0, 92: 5, 19: 1, 75: 3, 1: 0, 14: 3, 51: 0, 31: 2, 23: 0, 34: 1, 35: 0, 18: 0, 4: 0, 16: 1, 7: 0, 97: 6, 40: 2, 63: 1, 25: 0, 36: 3, 82: 5, 56: 0, 43: 2, 83: 4, 91: 5, 93: 1, 79: 2, 74: 5, 72: 3, 78: 3, 76: 5, 15: 1, 66: 1, 8: 0, 21: 2, 12: 1, 10: 2, 80: 3, 88: 1, 62: 4, 46: 2, 41: 4, 87: 6, 98: 3, 55: 3, 20: 2, 48: 1, 37: 0, 6: 0, 89: 2, 73: 2, 85: 5, 27: 2, 0: 0, 68: 1, 5: 1, 53: 3, 24: 0, 90: 4, 22: 0, 99: 0, 38: 0, 13: 2, 29: 0, 32: 1, 69: 2, 86: 3}",True
"run 2 graph [100,0.1] average time",fastest combination,fastest time,slowest combination,slowest time
0.005932827790578206,"first_unassigned_variable, unordered_domain_values, forward_checking",0.0018129348754882812,"mrv, unordered_domain_values, mac",0.010052919387817383
"graph [100,0.2]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",11,0.010805130004882812,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",11,0.002796173095703125,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, unordered_domain_values, mac",11,0.005017280578613281,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, lcv, no_inference",11,0.0029718875885009766,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, lcv, forward_checking",11,0.0035567283630371094,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, lcv, mac",11,0.006426811218261719,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"mrv, unordered_domain_values, no_inference",11,0.009322404861450195,100,0,"{40: 0, 64: 7, 32: 5, 63: 6, 79: 8, 46: 6, 58: 5, 56: 6, 16: 0, 97: 5, 49: 3, 70: 3, 20: 2, 2: 0, 26: 4, 53: 2, 4: 0, 76: 0, 74: 6, 96: 9, 0: 0, 28: 3, 67: 6, 35: 4, 18: 3, 21: 0, 38: 5, 39: 3, 19: 1, 93: 9, 42: 1, 90: 8, 24: 1, 80: 8, 45: 3, 7: 1, 81: 4, 92: 7, 83: 3, 57: 7, 11: 2, 62: 0, 94: 9, 33: 4, 68: 3, 44: 6, 69: 8, 91: 10, 3: 0, 27: 2, 65: 0, 60: 3, 6: 1, 95: 4, 9: 2, 37: 4, 77: 1, 14: 1, 75: 4, 82: 7, 23: 2, 22: 1, 31: 2, 85: 8, 47: 5, 99: 8, 15: 2, 51: 1, 61: 7, 48: 2, 98: 1, 30: 3, 72: 5, 84: 1, 55: 4, 78: 7, 54: 6, 66: 1, 89: 5, 25: 3, 5: 0, 1: 0, 50: 2, 87: 9, 52: 5, 17: 2, 34: 3, 86: 4, 43: 4, 36: 4, 29: 5, 41: 4, 71: 6, 88: 9, 59: 5, 13: 1, 12: 3, 10: 0, 8: 1, 73: 7}",True
"mrv, unordered_domain_values, forward_checking",11,0.009948253631591797,100,0,"{4: 0, 34: 3, 80: 8, 22: 1, 66: 1, 79: 8, 31: 2, 53: 2, 42: 1, 81: 4, 9: 2, 89: 5, 29: 5, 59: 5, 55: 4, 37: 4, 86: 4, 58: 5, 5: 0, 33: 4, 32: 5, 96: 9, 47: 5, 44: 6, 83: 3, 35: 4, 87: 9, 78: 7, 45: 3, 25: 3, 95: 4, 18: 3, 92: 7, 15: 2, 97: 5, 54: 6, 41: 4, 23: 2, 61: 7, 70: 3, 99: 8, 19: 1, 14: 1, 28: 3, 40: 0, 20: 2, 90: 8, 8: 1, 27: 2, 17: 2, 98: 1, 57: 7, 74: 6, 62: 0, 12: 3, 2: 0, 13: 1, 68: 3, 76: 0, 75: 4, 16: 0, 21: 0, 6: 1, 39: 3, 84: 1, 77: 1, 82: 7, 93: 9, 65: 0, 46: 6, 10: 0, 38: 5, 52: 5, 63: 6, 1: 0, 88: 9, 24: 1, 85: 8, 48: 2, 71: 6, 64: 7, 50: 2, 30: 3, 7: 1, 56: 6, 26: 4, 36: 4, 0: 0, 51: 1, 72: 5, 91: 10, 67: 6, 69: 8, 43: 4, 60: 3, 3: 0, 94: 9, 49: 3, 73: 7, 11: 2}",True
"mrv, unordered_domain_values, mac",11,0.011052131652832031,100,0,"{79: 8, 97: 5, 18: 3, 31: 2, 69: 8, 67: 6, 34: 3, 35: 4, 26: 4, 98: 1, 42: 1, 83: 3, 51: 1, 56: 6, 12: 3, 52: 5, 86: 4, 59: 5, 22: 1, 40: 0, 17: 2, 1: 0, 74: 6, 15: 2, 87: 9, 85: 8, 14: 1, 92: 7, 82: 7, 38: 5, 95: 4, 32: 5, 89: 5, 75: 4, 50: 2, 13: 1, 70: 3, 6: 1, 76: 0, 37: 4, 57: 7, 88: 9, 21: 0, 46: 6, 80: 8, 33: 4, 7: 1, 2: 0, 84: 1, 68: 3, 29: 5, 73: 7, 64: 7, 25: 3, 0: 0, 63: 6, 47: 5, 45: 3, 49: 3, 11: 2, 44: 6, 39: 3, 94: 9, 99: 8, 20: 2, 58: 5, 28: 3, 90: 8, 54: 6, 5: 0, 53: 2, 77: 1, 30: 3, 3: 0, 27: 2, 81: 4, 24: 1, 72: 5, 93: 9, 9: 2, 41: 4, 4: 0, 36: 4, 55: 4, 65: 0, 23: 2, 66: 1, 8: 1, 10: 0, 61: 7, 96: 9, 91: 10, 19: 1, 71: 6, 43: 4, 62: 0, 48: 2, 78: 7, 60: 3, 16: 0}",True
"mrv, lcv, no_inference",11,0.009419918060302734,100,0,"{39: 3, 78: 7, 22: 1, 54: 6, 89: 5, 21: 0, 82: 7, 62: 0, 19: 1, 80: 8, 20: 2, 91: 10, 84: 1, 72: 5, 15: 2, 90: 8, 65: 0, 7: 1, 45: 3, 96: 9, 69: 8, 92: 7, 32: 5, 79: 8, 29: 5, 14: 1, 0: 0, 48: 2, 6: 1, 63: 6, 81: 4, 36: 4, 2: 0, 51: 1, 59: 5, 44: 6, 38: 5, 71: 6, 17: 2, 88: 9, 12: 3, 58: 5, 64: 7, 4: 0, 76: 0, 67: 6, 87: 9, 57: 7, 1: 0, 33: 4, 55: 4, 13: 1, 60: 3, 61: 7, 68: 3, 16: 0, 24: 1, 49: 3, 23: 2, 37: 4, 46: 6, 86: 4, 94: 9, 35: 4, 97: 5, 98: 1, 74: 6, 77: 1, 11: 2, 52: 5, 3: 0, 25: 3, 73: 7, 83: 3, 40: 0, 9: 2, 99: 8, 53: 2, 34: 3, 31: 2, 41: 4, 43: 4, 8: 1, 10: 0, 70: 3, 42: 1, 27: 2, 56: 6, 95: 4, 93: 9, 28: 3, 47: 5, 85: 8, 50: 2, 66: 1, 30: 3, 75: 4, 18: 3, 5: 0, 26: 4}",True
"mrv, lcv, forward_checking",11,0.009936094284057617,100,0,"{94: 9, 3: 0, 64: 7, 31: 2, 61: 7, 12: 3, 47: 5, 62: 0, 75: 4, 10: 0, 82: 7, 34: 3, 2: 0, 8: 1, 7: 1, 97: 5, 80: 8, 54: 6, 53: 2, 92: 7, 23: 2, 87: 9, 91: 10, 40: 0, 58: 5, 28: 3, 4: 0, 37: 4, 41: 4, 32: 5, 96: 9, 48: 2, 39: 3, 15: 2, 81: 4, 33: 4, 56: 6, 46: 6, 57: 7, 88: 9, 83: 3, 50: 2, 17: 2, 85: 8, 65: 0, 14: 1, 16: 0, 21: 0, 6: 1, 98: 1, 0: 0, 89: 5, 55: 4, 51: 1, 30: 3, 13: 1, 49: 3, 68: 3, 72: 5, 43: 4, 84: 1, 18: 3, 71: 6, 86: 4, 67: 6, 42: 1, 1: 0, 70: 3, 73: 7, 38: 5, 9: 2, 95: 4, 36: 4, 29: 5, 60: 3, 19: 1, 22: 1, 11: 2, 66: 1, 27: 2, 74: 6, 44: 6, 24: 1, 76: 0, 25: 3, 59: 5, 79: 8, 20: 2, 63: 6, 90: 8, 52: 5, 93: 9, 77: 1, 26: 4, 5: 0, 99: 8, 69: 8, 45: 3, 78: 7, 35: 4}",True
"mrv, lcv, mac",11,0.012025117874145508,100,0,"{10: 0, 85: 8, 26: 4, 23: 2, 45: 3, 32: 5, 58: 5, 93: 9, 0: 0, 95: 4, 88: 9, 59: 5, 2: 0, 84: 1, 44: 6, 80: 8, 90: 8, 13: 1, 42: 1, 87: 9, 75: 4, 21: 0, 40: 0, 16: 0, 70: 3, 39: 3, 20: 2, 76: 0, 8: 1, 81: 4, 6: 1, 68: 3, 24: 1, 50: 2, 94: 9, 7: 1, 43: 4, 92: 7, 98: 1, 29: 5, 14: 1, 62: 0, 51: 1, 12: 3, 97: 5, 57: 7, 36: 4, 52: 5, 47: 5, 55: 4, 5: 0, 48: 2, 77: 1, 82: 7, 9: 2, 89: 5, 30: 3, 99: 8, 96: 9, 18: 3, 46: 6, 66: 1, 65: 0, 79: 8, 64: 7, 3: 0, 73: 7, 38: 5, 67: 6, 86: 4, 49: 3, 11: 2, 15: 2, 53: 2, 19: 1, 78: 7, 69: 8, 60: 3, 71: 6, 22: 1, 54: 6, 37: 4, 25: 3, 4: 0, 61: 7, 34: 3, 31: 2, 72: 5, 74: 6, 33: 4, 63: 6, 41: 4, 27: 2, 35: 4, 83: 3, 56: 6, 91: 10, 1: 0, 17: 2, 28: 3}",True
"run 2 graph [100,0.2] average time",fastest combination,fastest time,slowest combination,slowest time
0.007773160934448242,"first_unassigned_variable, unordered_domain_values, forward_checking",0.002796173095703125,"mrv, lcv, mac",0.012025117874145508
"graph [100,0.3]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",13,0.00996708869934082,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",13,0.0036270618438720703,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, unordered_domain_values, mac",13,0.007089138031005859,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, no_inference",13,0.004024982452392578,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, forward_checking",13,0.005385160446166992,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
